ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
894	115	1.463	палка-ручка-пробка	11.7	3.5	лишайник-жёлтый-на-камне	0.907	72.2	-5.0	17.0	17.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	52	156,705,4,12	33	210,207,178	118.3
895	40	1.464	палка-ручка-пробка	11.7	1.2	лишайник-жёлтый-на-камне	1.149	76.9	9.0	12.0	15.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	78	434,692,3,3	7	197,166,151	26.3
896	216	1.465	рюкзак-синий	9.9	21.9	порода-в-тени	1.463	16.9	8.0	-7.0	10.6	маска	DJI_20260813183028_0002_Z.JPG	52	2023,84,30,7	110	56,46,59	407.0
897	34	1.465	стакан-марка-красная	9.9	22.0	порода-охристая	1.024	27.8	4.0	8.0	8.9	маска	DJI_20260813183727_0015_Z_03m32s.jpg	31	1832,855,15,8	46	87,74,65	144.2
898	217	1.465	стакан-марка-красная	7.3	32.2	порода-в-тени	1.514	17.6	9.0	-6.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	284	2164,0,2,5	10	57,43,56	34.6
899	160	1.465	рюкзак-синий	8.1	29.8	снег-в-тени	1.726	9.0	8.0	-10.0	12.8	маска	DJI_20260813183101_0008_Z.JPG	32	323,508,24,33	206	91,87,95	811.4
900	202	1.467	палка-ручка-контроль	10.2	20.3	порода-охристая	0.730	37.3	8.0	16.0	17.9	маска	DJI_20260813183140_0012_Z.JPG	152	3464,685,6,7	22	114,87,67	94.6
901	203	1.469	стакан-марка-красная	8.9	26.9	порода-охристая	0.958	22.9	5.5	8.0	9.7	маска	DJI_20260813183140_0012_Z.JPG	189	3413,491,4,6	16	66,51,42	54.5
902	116	1.470	палка-ручка-пробка	11.7	4.9	лишайник-жёлтый-на-камне	0.724	70.8	-3.0	14.5	14.8	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	206	0,629,3,2	6	182,177,150	19.9
903	41	1.470	стакан-марка-красная	7.6	31.4	порода-охристая	0.889	18.4	8.0	8.0	11.3	маска	DJI_20260813183004_0001_Z_01m56s.jpg	14	494,796,9,20	72	67,49,42	272.7
904	71	1.470	рюкзак-синий	6.4	34.5	снег-в-тени	1.113	73.3	5.0	-9.0	10.3	маска	C0049_00m18s.png	58	1867,563,4,4	16	205,200,218	58.8
905	204	1.471	рюкзак-синий	7.1	32.9	порода-в-тени	1.506	5.9	6.0	-9.0	10.8	маска	DJI_20260813183140_0012_Z.JPG	253	137,2145,2,4	8	20,17,30	26.9
906	42	1.474	стакан-марка-красная	9.5	24.5	лишайник-жёлтый-на-камне	1.195	74.3	8.0	10.0	12.8	bbox	DJI_20260813183004_0001_Z_01m56s.jpg	83	427,697,3,2	6	207,178,166	23.3
907	218	1.479	стакан-марка-красная	5.4	36.9	порода-в-тени	1.450	12.9	9.0	-4.0	9.8	маска	DJI_20260813183028_0002_Z.JPG	122	2126,307,8,7	40	48,36,43	134.9
908	72	1.481	стакан-марка-красная	5.8	36.1	снег-розовый	1.101	85.9	8.0	-4.0	8.9	маска	C0049_00m18s.png	91	1015,1012,4,3	10	230,214,225	33.6
909	205	1.481	стакан-марка-красная	6.4	34.9	порода-в-тени	1.202	14.9	7.0	-4.0	8.1	bbox	DJI_20260813183140_0012_Z.JPG	293	1256,1682,2,3	6	44,34,43	15.9
910	73	1.481	стакан-марка-красная	11.3	12.3	корка-жёлтая-на-скале	0.916	37.5	3.0	9.0	9.5	маска	C0049_00m18s.png	12	1681,81,6,20	56	103,91,81	180.0
911	161	1.482	стакан-марка-красная	11.4	11.4	корка-жёлтая-на-скале	0.868	38.4	4.0	10.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	170	2169,1008,9,5	28	121,105,91	107.6
912	162	1.482	стакан-марка-красная	11.4	11.4	корка-жёлтая-на-скале	0.970	38.4	2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	199	2043,2005,7,4	24	99,89,78	71.7
913	163	1.482	рюкзак-синий	7.1	33.3	порода-в-тени	1.511	5.5	6.0	-9.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	238	2318,1697,5,3	11	20,16,30	41.3
914	206	1.484	рюкзак-синий	10.0	22.3	порода-в-тени	0.508	16.5	0.5	-4.0	4.0	bbox	DJI_20260813183140_0012_Z.JPG	295	3715,540,2,3	6	39,41,46	15.5
915	43	1.484	стакан-марка-красная	3.6	39.6	порода-охристая	1.357	10.2	9.0	4.0	9.8	маска	DJI_20260813183004_0001_Z_01m56s.jpg	29	640,736,8,9	34	63,45,45	125.0
916	219	1.487	рюкзак-синий	8.7	28.2	снег-в-тени	1.712	10.6	8.5	-9.5	12.7	маска	DJI_20260813183028_0002_Z.JPG	202	1136,1032,5,5	18	34,26,40	71.6
917	164	1.487	палка-ручка-пробка	11.7	8.2	порода-охристая	1.374	67.5	15.0	17.0	22.7	маска	DJI_20260813183101_0008_Z.JPG	0	1733,1328,104,58	4336	176,137,124	19804.2
918	165	1.490	стакан-марка-красная	11.4	12.2	корка-жёлтая-на-скале	0.879	37.6	4.0	10.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	204	2038,1682,3,9	18	113,97,83	68.5
919	207	1.491	палка-древко-бирюзовое	9.4	25.5	снег-пересвеченный	1.074	78.0	-10.0	-8.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	20	2188,1153,19,47	368	141,179,189	1587.0
920	44	1.495	стакан-марка-красная	4.5	38.8	порода-в-тени	1.437	11.0	9.0	-3.0	9.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	58	1885,294,4,5	13	48,35,41	50.6
921	35	1.497	стакан-марка-красная	8.1	31.0	порода-охристая	0.938	18.8	7.0	8.0	10.6	маска	DJI_20260813183727_0015_Z_03m32s.jpg	72	598,876,4,3	10	61,44,37	29.8
922	220	1.498	стакан-марка-красная	3.6	40.0	порода-в-тени	1.432	9.8	9.0	-2.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	148	432,72,9,6	31	43,29,36	106.0
923	36	1.498	стакан-марка-красная	10.0	23.1	порода-охристая	0.895	26.7	5.0	9.0	10.3	маска	DJI_20260813183727_0015_Z_03m32s.jpg	22	280,1066,9,14	94	77,61,53	330.0
924	74	1.499	стакан-марка-красная	2.8	40.8	снег-розовый	1.059	90.6	9.0	-1.0	9.1	маска	C0049_00m18s.png	32	959,993,8,6	29	235,214,220	109.5
925	221	1.507	стакан-марка-красная	4.0	39.8	порода-в-тени	1.211	10.0	7.0	1.0	7.1	bbox	DJI_20260813183028_0002_Z.JPG	359	1764,854,3,2	6	35,23,25	17.0
926	208	1.508	палка-ручка-контроль	10.4	21.1	корка-жёлтая-на-скале	0.566	36.5	3.0	16.0	16.3	маска	DJI_20260813183140_0012_Z.JPG	241	3312,482,4,4	8	101,85,60	30.4
927	209	1.508	стакан-марка-красная	9.5	26.1	порода-охристая	0.656	23.7	8.0	10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	66	3320,634,17,17	95	99,77,63	360.6
928	75	1.508	стакан-марка-красная	11.9	7.8	корка-жёлтая-на-скале	1.085	42.0	0.5	6.5	6.5	bbox	C0049_00m18s.png	143	1380,1049,3,2	6	104,98,88	13.8
929	76	1.509	стакан-марка-красная	3.2	40.8	снег-розовый	0.917	90.6	8.0	0.0	8.0	маска	C0049_00m18s.png	108	915,939,2,4	8	246,228,231	26.9
930	77	1.511	стакан-марка-красная	3.6	40.4	снег-розовый	0.952	90.2	8.0	-1.0	8.1	маска	C0049_00m18s.png	112	1115,1027,4,2	8	242,225,230	25.7
931	117	1.513	стакан-марка-красная	8.6	29.8	порода-охристая	0.981	20.0	16.0	8.0	17.9	маска	DJI_20260813183534_0014_Z_00m31s.jpg	188	10,329,3,3	7	73,39,36	21.9
932	222	1.515	стакан-марка-красная	10.3	22.4	снег-розовый	0.536	72.2	2.0	6.0	6.3	bbox	DJI_20260813183028_0002_Z.JPG	355	3487,210,2,3	6	184,175,164	17.7
933	210	1.517	рюкзак-синий	8.1	31.7	порода-в-тени	1.748	7.1	8.0	-10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	185	170,2141,8,4	15	23,19,33	59.2
934	211	1.517	рюкзак-синий	8.1	31.7	порода-в-тени	1.748	7.1	8.0	-10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	216	3539,957,3,4	10	23,20,33	39.9
935	45	1.517	стакан-марка-красная	4.9	38.8	порода-охристая	1.222	11.0	9.0	5.5	10.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	40	741,509,7,4	20	45,26,24	76.0
936	166	1.517	стакан-марка-красная	11.7	11.8	порода-охристая	0.750	38.0	17.0	11.0	20.2	маска	DJI_20260813183101_0008_Z.JPG	2	1758,1432,53,74	2416	133,103,100	11284.9
937	78	1.518	стакан-марка-красная	12.0	5.5	корка-жёлтая-на-скале	0.800	44.3	2.0	9.0	9.2	bbox	C0049_00m18s.png	127	906,596,3,2	6	113,103,90	21.0
938	63	1.518	рюкзак-синий	7.6	33.1	порода-в-тени	1.844	5.7	8.0	-11.0	13.6	маска	DJI_20260813183004_0001_Z_03m40s.jpg	22	901,218,7,7	37	30,23,38	151.2
939	118	1.520	палка-ручка-пробка	12.1	4.7	лишайник-жёлтый-на-камне	1.027	71.0	-6.0	18.0	19.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	29	186,383,4,19	58	201,203,173	218.8
940	37	1.521	стакан-марка-красная	12.2	0.4	порода-охристая	0.550	50.2	9.0	13.0	15.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	4	1045,93,28,19	224	137,111,99	974.6
941	167	1.522	стакан-марка-красная	9.2	27.8	порода-охристая	1.024	22.0	5.0	8.0	9.4	маска	DJI_20260813183101_0008_Z.JPG	11	1616,149,58,31	553	72,59,51	2007.0
942	119	1.523	стакан-марка-красная	12.2	2.5	снег-в-тени	0.884	47.3	-1.0	-1.0	1.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	140	265,461,4,4	12	111,116,116	40.9
943	120	1.523	рюкзак-синий	11.6	13.1	порода-в-тени	0.326	25.7	-0.5	-2.5	2.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	124	976,205,3,4	11	78,81,82	48.1
944	64	1.525	рюкзак-синий	12.2	3.1	порода-в-тени	0.574	35.7	-1.0	-2.0	2.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	39	1371,115,9,4	23	87,90,93	83.1
945	65	1.525	рюкзак-синий	12.2	3.1	порода-в-тени	0.574	35.7	-1.0	-2.0	2.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	95	1870,46,3,2	6	80,83,86	19.7
946	121	1.526	рюкзак-синий	12.2	3.6	снег-в-тени	0.785	42.4	-1.0	-2.0	2.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	44	236,400,6,10	37	104,108,111	136.8
947	38	1.529	палка-ручка-пробка	12.2	2.8	лишайник-жёлтый-на-камне	0.755	72.9	-2.0	13.0	13.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	38	1635,892,5,9	31	177,171,149	117.9
948	66	1.530	рюкзак-синий	12.2	4.7	порода-в-тени	0.521	34.1	-1.0	-2.0	2.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	54	1895,922,4,5	14	73,77,80	49.4
949	212	1.532	стакан-марка-красная	9.9	25.3	порода-охристая	1.073	24.5	4.0	8.0	8.9	маска	DJI_20260813183140_0012_Z.JPG	224	519,1751,4,3	10	70,56,47	35.2
950	79	1.533	рюкзак-синий	11.2	17.6	порода-в-тени	0.281	21.2	-1.0	-3.0	3.2	маска	C0049_00m18s.png	23	1563,515,6,6	36	48,52,56	142.5
951	213	1.534	рюкзак-синий	10.2	23.9	порода-в-тени	0.441	14.9	-1.0	-4.0	4.1	маска	DJI_20260813183140_0012_Z.JPG	198	490,2119,7,3	16	32,37,43	48.3
952	214	1.534	рюкзак-синий	10.2	23.9	порода-в-тени	0.441	14.9	-1.0	-4.0	4.1	маска	DJI_20260813183140_0012_Z.JPG	277	2969,681,4,2	8	33,37,44	21.3
953	168	1.535	стакан-марка-красная	7.6	33.7	порода-охристая	0.957	16.1	8.0	8.0	11.3	маска	DJI_20260813183101_0008_Z.JPG	240	1677,157,3,4	10	53,34,29	39.9
954	80	1.536	стакан-марка-красная	5.8	37.8	снег-розовый	1.120	87.6	8.0	-4.0	8.9	маска	C0049_00m18s.png	61	905,963,6,4	17	222,205,215	57.9
955	223	1.538	рюкзак-синий	10.0	25.1	порода-в-тени	1.647	13.7	9.0	-8.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	274	1413,162,3,5	12	45,35,48	37.4
956	215	1.538	стакан-марка-красная	8.2	32.0	порода-охристая	0.815	17.8	9.0	9.0	12.7	маска	DJI_20260813183140_0012_Z.JPG	5	3404,606,69,69	1131	112,97,84	4664.7
957	81	1.538	стакан-марка-красная	3.6	41.2	снег-розовый	0.965	91.0	8.0	-1.0	8.1	маска	C0049_00m18s.png	96	941,991,4,2	8	225,205,213	30.5
958	46	1.539	стакан-марка-красная	9.5	27.5	лишайник-жёлтый-на-камне	1.227	77.3	8.0	10.0	12.8	маска	DJI_20260813183004_0001_Z_01m56s.jpg	19	681,661,7,18	48	207,177,164	191.1
959	216	1.539	палка-ручка-контроль	9.2	28.6	корка-жёлтая-на-скале	0.873	29.0	4.0	17.0	17.5	маска	DJI_20260813183140_0012_Z.JPG	51	945,1615,13,19	118	98,80,56	482.2
960	122	1.542	палка-ручка-пробка	12.2	6.3	лишайник-жёлтый-на-камне	0.895	69.4	-5.0	16.0	16.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	30	0,645,3,27	61	189,187,159	214.9
961	169	1.542	рюкзак-синий	8.6	31.0	порода-в-тени	1.662	7.8	8.0	-9.0	12.0	маска	DJI_20260813183101_0008_Z.JPG	207	350,497,4,7	18	30,23,36	65.9
962	224	1.548	стакан-марка-красная	12.2	7.3	корка-жёлтая-на-скале	0.904	42.5	1.0	8.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	25	1099,378,26,15	221	100,92,80	764.9
963	170	1.549	стакан-марка-красная	12.0	10.2	корка-жёлтая-на-скале	0.843	39.6	2.0	9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	235	1782,7,5,3	11	115,103,89	42.0
964	225	1.555	стакан-марка-красная	12.2	8.4	корка-жёлтая-на-скале	0.913	41.4	1.0	8.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	167	455,101,6,7	29	102,94,83	93.8
965	171	1.559	стакан-марка-красная	11.7	15.5	порода-охристая	0.764	34.3	5.0	11.0	12.1	маска	DJI_20260813183101_0008_Z.JPG	31	1605,133,26,22	211	95,77,64	813.4
966	67	1.560	палка-ручка-пробка	12.2	9.0	лишайник-жёлтый-на-камне	0.885	66.7	-5.0	16.0	16.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	2	568,162,21,16	125	159,155,131	491.0
967	47	1.560	стакан-марка-красная	10.0	25.9	лишайник-жёлтый-на-камне	1.302	75.7	10.0	11.0	14.9	маска	DJI_20260813183004_0001_Z_01m56s.jpg	22	486,619,10,13	43	202,171,156	166.0
968	68	1.563	стакан-марка-красная	7.6	34.7	порода-охристая	0.987	15.1	8.0	8.0	11.3	маска	DJI_20260813183004_0001_Z_03m40s.jpg	67	865,120,3,4	10	57,38,32	34.7
969	217	1.565	стакан-марка-красная	9.8	27.1	порода-охристая	0.760	22.7	7.0	10.0	12.2	маска	DJI_20260813183140_0012_Z.JPG	136	3399,485,10,4	31	70,52,41	113.9
970	39	1.566	стакан-марка-красная	7.3	35.7	порода-охристая	0.977	14.1	9.0	8.0	12.0	маска	DJI_20260813183727_0015_Z_03m32s.jpg	17	880,0,11,14	103	65,46,40	404.8
971	226	1.566	стакан-марка-красная	5.8	38.8	порода-в-тени	1.348	11.0	8.0	-4.0	8.9	маска	DJI_20260813183028_0002_Z.JPG	253	1144,95,4,4	14	37,26,34	45.4
972	48	1.567	стакан-марка-красная	12.4	7.1	порода-охристая	0.477	42.7	14.0	13.0	19.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	4	419,796,24,13	194	138,102,90	834.7
973	82	1.567	рюкзак-синий	5.4	39.6	снег-в-тени	1.163	78.4	3.0	-9.0	9.5	маска	C0049_00m18s.png	117	1587,489,4,2	8	192,193,209	24.1
974	172	1.572	стакан-марка-красная	12.2	10.6	корка-жёлтая-на-скале	0.936	39.2	1.0	8.0	8.1	маска	DJI_20260813183101_0008_Z.JPG	65	1974,689,15,14	114	97,89,78	414.2
975	173	1.575	стакан-марка-красная	12.2	11.0	корка-жёлтая-на-скале	0.940	38.8	1.0	8.0	8.1	маска	DJI_20260813183101_0008_Z.JPG	221	1180,1082,5,4	14	104,95,82	53.9
976	123	1.575	палка-ручка-контроль	10.0	26.6	порода-охристая	0.843	31.0	7.0	16.0	17.5	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	212	1874,709,3,2	6	89,66,45	18.4
977	124	1.577	стакан-марка-красная	3.2	42.7	порода-в-тени	1.818	7.1	12.0	-2.0	12.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	57	235,1047,5,8	26	74,48,56	109.9
978	227	1.579	стакан-марка-красная	5.4	40.0	порода-в-тени	1.475	9.8	9.0	-4.0	9.8	маска	DJI_20260813183028_0002_Z.JPG	112	783,1439,5,10	42	43,30,39	152.8
979	83	1.579	стакан-марка-красная	5.4	40.0	снег-розовый	1.232	89.8	9.0	-4.0	9.8	маска	C0049_00m18s.png	93	930,933,5,3	9	237,222,233	31.8
980	84	1.583	рюкзак-синий	12.7	0.6	порода-в-тени	0.652	38.2	-1.0	-1.5	1.8	маска	C0049_00m18s.png	89	787,172,4,3	10	90,93,95	37.7
981	69	1.584	рюкзак-синий	10.3	25.9	снег-в-тени	1.769	12.9	10.0	-9.0	13.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	40	26,323,6,6	18	56,43,58	78.3
982	125	1.585	палка-ручка-пробка	11.2	20.6	лишайник-жёлтый-на-камне	1.241	96.3	-1.0	13.5	13.5	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	183	119,982,2,3	6	253,244,217	22.8
983	126	1.587	стакан-марка-красная	12.7	3.3	снег-в-тени	0.915	53.1	-1.5	-1.0	1.8	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	184	258,455,3,2	6	119,124,125	22.7
984	218	1.589	рюкзак-синий	11.2	21.2	порода-в-тени	0.296	17.6	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	171	3727,545,7,8	22	40,43,47	70.2
985	127	1.592	палка-ручка-контроль	9.1	31.3	порода-охристая	1.000	26.3	7.0	17.0	18.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	67	148,722,4,14	28	105,83,61	94.3
986	174	1.592	стакан-марка-красная	1.4	44.3	порода-охристая	1.632	5.5	10.0	2.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	56	2037,1706,22,14	116	40,22,24	492.2
987	228	1.595	рюкзак-синий	10.6	24.7	порода-в-тени	1.582	14.1	9.0	-7.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	200	1753,181,5,5	21	47,35,48	72.6
988	40	1.595	стакан-марка-красная	9.2	31.0	порода-охристая	0.846	18.8	7.5	9.5	12.1	маска	DJI_20260813183727_0015_Z_03m32s.jpg	66	1052,114,3,4	9	66,47,38	35.2
989	219	1.595	рюкзак-синий	11.2	21.5	порода-в-тени	0.301	17.3	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	226	3561,621,2,6	12	40,42,46	34.8
990	128	1.596	палка-ручка-контроль	11.7	18.2	порода-охристая	1.287	39.4	16.0	20.0	25.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	69	391,1042,4,7	22	129,85,63	88.9
991	49	1.600	стакан-марка-красная	11.0	23.1	порода-охристая	0.701	26.7	6.5	11.0	12.8	bbox	DJI_20260813183004_0001_Z_01m56s.jpg	85	611,1068,2,3	6	77,58,46	21.6
992	175	1.601	рюкзак-синий	10.3	26.6	снег-в-тени	1.788	12.2	10.0	-9.0	13.5	маска	DJI_20260813183101_0008_Z.JPG	227	1095,943,4,4	12	41,29,44	48.8
993	70	1.602	рюкзак-синий	11.2	21.9	порода-в-тени	0.307	16.9	-1.0	-3.0	3.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	45	1722,683,4,6	19	40,44,46	71.0
994	220	1.602	рюкзак-синий	11.2	21.9	порода-в-тени	0.307	16.9	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	85	3737,525,12,9	78	38,41,46	271.7
995	221	1.602	рюкзак-синий	11.2	21.9	порода-в-тени	0.307	16.9	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	252	3561,613,4,3	10	37,40,45	27.1
996	222	1.602	стакан-марка-красная	9.2	31.2	порода-охристая	1.096	18.6	5.0	8.0	9.4	маска	DJI_20260813183140_0012_Z.JPG	175	3404,589,5,7	22	56,42,36	65.0
997	50	1.603	стакан-марка-красная	4.2	42.3	порода-охристая	1.459	7.5	8.0	4.0	8.9	маска	DJI_20260813183004_0001_Z_01m56s.jpg	47	1869,326,8,3	18	36,20,18	66.5
998	71	1.607	рюкзак-синий	11.0	23.3	порода-в-тени	0.484	15.5	1.0	-3.0	3.2	bbox	DJI_20260813183004_0001_Z_03m40s.jpg	103	1846,667,3,2	6	40,42,46	18.1
999	51	1.608	стакан-марка-красная	7.6	36.3	порода-охристая	1.035	13.5	8.0	8.0	11.3	маска	DJI_20260813183004_0001_Z_01m56s.jpg	54	536,795,5,6	13	69,51,42	51.5
1000	129	1.608	палка-ручка-пробка	12.6	8.2	лишайник-жёлтый-на-камне	1.327	83.9	9.0	11.0	14.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	113	367,899,5,5	15	228,199,183	51.0
1001	223	1.608	стакан-марка-красная	6.7	38.4	порода-в-тени	1.384	11.4	8.0	-5.0	9.4	маска	DJI_20260813183140_0012_Z.JPG	118	479,61,7,9	45	37,27,36	158.1
1002	85	1.609	рюкзак-синий	6.3	39.2	снег-в-тени	1.477	78.0	7.0	-12.0	13.9	маска	C0049_00m18s.png	14	1665,711,8,6	41	192,187,208	161.4
1003	176	1.611	стакан-марка-красная	12.2	14.5	корка-жёлтая-на-скале	0.990	35.3	1.0	8.0	8.1	маска	DJI_20260813183101_0008_Z.JPG	162	1181,1143,8,8	37	96,88,77	117.7
1004	229	1.612	стакан-марка-красная	7.3	37.3	порода-в-тени	1.536	12.5	9.0	-6.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	133	3127,195,6,8	32	64,52,63	120.5
1005	224	1.616	рюкзак-синий	11.0	23.5	порода-в-тени	0.398	15.3	0.0	-3.0	3.0	bbox	DJI_20260813183140_0012_Z.JPG	294	3678,449,3,2	6	36,38,41	15.5
1006	86	1.616	стакан-марка-красная	12.2	14.9	корка-жёлтая-на-скале	0.997	34.9	1.0	8.0	8.1	маска	C0049_00m18s.png	130	1810,115,3,2	6	89,80,70	19.8
1007	225	1.616	стакан-марка-красная	4.2	42.7	порода-в-тени	1.344	7.1	8.0	-2.0	8.2	маска	DJI_20260813183140_0012_Z.JPG	52	509,1091,18,12	119	35,22,28	467.3
1008	87	1.616	стакан-марка-красная	12.7	9.2	порода-в-тени	0.724	40.6	-1.5	-1.0	1.8	bbox	C0049_00m18s.png	131	1007,292,2,3	6	95,100,101	19.4
1009	41	1.619	стакан-марка-красная	10.6	25.9	порода-охристая	1.047	23.9	4.0	9.0	9.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	12	1601,892,28,16	171	124,112,101	609.8
1010	72	1.622	рюкзак-синий	10.3	27.6	снег-в-тени	1.814	11.2	10.0	-9.0	13.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	23	161,410,4,12	35	54,41,57	147.6
1011	73	1.625	стакан-марка-красная	7.6	36.9	порода-охристая	1.053	12.9	8.0	8.0	11.3	маска	DJI_20260813183004_0001_Z_03m40s.jpg	87	793,145,3,2	6	46,28,22	22.8
1012	88	1.625	палка-ручка-пробка	12.5	12.1	лишайник-жёлтый-на-камне	1.081	87.8	-1.0	12.0	12.0	маска	C0049_00m18s.png	62	316,239,4,4	14	213,205,185	57.1
1013	130	1.625	палка-ручка-пробка	12.5	12.2	корка-жёлтая-на-скале	0.970	63.5	-6.0	17.0	18.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	62	402,145,7,8	30	211,219,196	102.7
1014	230	1.626	рюкзак-синий	9.2	32.1	порода-в-тени	1.603	6.7	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	260	1151,1003,5,5	12	26,18,29	43.4
1015	177	1.628	стакан-марка-красная	12.8	8.2	корка-жёлтая-на-скале	0.792	41.6	1.0	9.0	9.1	маска	DJI_20260813183101_0008_Z.JPG	244	2937,1459,4,3	10	110,101,86	38.5
1016	89	1.629	стакан-марка-красная	12.8	8.4	корка-жёлтая-на-скале	0.794	41.4	1.0	9.0	9.1	маска	C0049_00m18s.png	31	1042,603,7,6	33	111,101,90	110.6
1017	226	1.630	стакан-марка-красная	5.4	41.6	порода-в-тени	1.490	8.2	9.0	-4.0	9.8	маска	DJI_20260813183140_0012_Z.JPG	91	487,71,14,9	85	33,22,31	253.4
1018	227	1.630	рюкзак-синий	11.2	23.5	порода-в-тени	0.334	15.3	-1.0	-3.0	3.2	маска	DJI_20260813183140_0012_Z.JPG	194	3753,520,2,9	18	37,39,42	50.3
1019	178	1.631	стакан-марка-красная	3.2	44.3	порода-в-тени	1.409	5.5	8.0	2.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	197	1814,207,8,6	20	26,13,13	72.7
1020	179	1.631	стакан-марка-красная	3.2	44.3	порода-в-тени	1.364	5.5	8.0	0.0	8.0	маска	DJI_20260813183101_0008_Z.JPG	222	1926,1603,3,6	14	28,14,18	52.9
1021	74	1.632	стакан-марка-красная	7.1	38.4	порода-охристая	1.043	11.4	10.0	8.0	12.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	85	823,177,3,2	6	44,23,19	23.9
1022	52	1.633	палка-ручка-пробка	12.1	17.3	корка-жёлтая-на-скале	0.507	58.4	-1.0	12.5	12.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	57	712,949,5,4	14	147,138,116	50.7
1023	75	1.635	стакан-марка-красная	2.2	45.1	порода-охристая	1.570	4.7	10.0	3.0	10.4	маска	DJI_20260813183004_0001_Z_03m40s.jpg	31	807,200,12,3	32	33,13,12	110.3
1024	76	1.635	стакан-марка-красная	2.2	45.1	порода-охристая	1.570	4.7	10.0	3.0	10.4	маска	DJI_20260813183004_0001_Z_03m40s.jpg	76	869,146,3,3	9	35,15,14	29.6
1025	131	1.636	стакан-марка-красная	13.1	0.4	снег-в-тени	0.972	49.4	-2.0	-0.5	2.1	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	214	254,418,2,3	6	114,120,119	18.0
1026	132	1.636	палка-ручка-контроль	10.0	29.4	порода-охристая	0.879	28.2	7.0	16.0	17.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	101	93,1028,4,6	18	93,71,50	60.6
1027	231	1.640	стакан-марка-красная	13.0	5.1	корка-жёлтая-на-скале	0.911	54.9	0.0	8.0	8.0	маска	DJI_20260813183028_0002_Z.JPG	4	3490,1441,33,52	967	130,126,112	3526.9
1028	77	1.642	стакан-марка-красная	2.8	44.9	порода-в-тени	1.482	4.9	9.0	-1.0	9.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	58	217,308,4,3	12	30,14,19	43.6
